city_slug,immo_source_slug,lots_served_status,lots_served_reason,lots_served_observed_lots,surface_m2_status,surface_m2_reason,surface_m2_observed_lots,surface_m2_completed_lots,postal_code_status,postal_code_reason,postal_code_observed_lots,postal_code_completed_lots,civic_address_status,civic_address_reason,civic_address_observed_lots,civic_address_completed_lots,tod_applicability_status,tod_applicability_reason,tod_completion_status,tod_completion_reason,tod_completion_observed_lots,tod_completion_joined_lots,tod_completion_in_tod_lots
saint-charles-de-bourget,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-charles-garnier,saint-charles-garnier,complete,Canonical local Immo perMuni stats row is present and reports 484 served lots.,484,complete,Local Immo stats report 484/484 lots with surface_m2.,484,484,complete,Local Immo stats report 484/484 lots with code_postal.,484,484,incomplete,Local Immo stats report 418/484 lots with civic address.,484,418,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-charles-sur-richelieu,saint-charles-sur-richelieu,complete,Canonical local Immo perMuni stats row is present and reports 1370 served lots.,1370,complete,Local Immo stats report 1370/1370 lots with surface_m2.,1370,1370,complete,Local Immo stats report 1370/1370 lots with code_postal.,1370,1370,incomplete,Local Immo stats report 1360/1370 lots with civic address.,1370,1360,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-christophe-darthabaska,saint-christophe-darthabaska,complete,Canonical local Immo perMuni stats row is present and reports 2096 served lots.,2096,complete,Local Immo stats report 2096/2096 lots with surface_m2.,2096,2096,complete,Local Immo stats report 2096/2096 lots with code_postal.,2096,2096,incomplete,Local Immo stats report 1925/2096 lots with civic address.,2096,1925,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-chrysostome,saint-chrysostome,complete,Canonical local Immo perMuni stats row is present and reports 1740 served lots.,1740,complete,Local Immo stats report 1740/1740 lots with surface_m2.,1740,1740,complete,Local Immo stats report 1740/1740 lots with code_postal.,1740,1740,incomplete,Local Immo stats report 1723/1740 lots with civic address.,1740,1723,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-claude,saint-claude,complete,Canonical local Immo perMuni stats row is present and reports 1129 served lots.,1129,complete,Local Immo stats report 1129/1129 lots with surface_m2.,1129,1129,complete,Local Immo stats report 1129/1129 lots with code_postal.,1129,1129,incomplete,Local Immo stats report 1023/1129 lots with civic address.,1129,1023,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-clement,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cleophas,saint-cleophas,complete,Canonical local Immo perMuni stats row is present and reports 494 served lots.,494,complete,Local Immo stats report 494/494 lots with surface_m2.,494,494,complete,Local Immo stats report 494/494 lots with code_postal.,494,494,incomplete,Local Immo stats report 429/494 lots with civic address.,494,429,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cleophas-de-brandon,saint-cleophas-de-brandon,complete,Canonical local Immo perMuni stats row is present and reports 222 served lots.,222,complete,Local Immo stats report 222/222 lots with surface_m2.,222,222,complete,Local Immo stats report 222/222 lots with code_postal.,222,222,complete,Local Immo stats report 222/222 lots with civic address.,222,222,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-clet,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-colomban,saint-colomban,complete,Canonical local Immo perMuni stats row is present and reports 10729 served lots.,10729,complete,Local Immo stats report 10729/10729 lots with surface_m2.,10729,10729,complete,Local Immo stats report 10729/10729 lots with code_postal.,10729,10729,incomplete,Local Immo stats report 10532/10729 lots with civic address.,10729,10532,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-come,saint-come,complete,Canonical local Immo perMuni stats row is present and reports 5301 served lots.,5301,complete,Local Immo stats report 5301/5301 lots with surface_m2.,5301,5301,complete,Local Immo stats report 5301/5301 lots with code_postal.,5301,5301,incomplete,Local Immo stats report 4924/5301 lots with civic address.,5301,4924,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-come-liniere,saint-come-liniere,complete,Canonical local Immo perMuni stats row is present and reports 2827 served lots.,2827,complete,Local Immo stats report 2827/2827 lots with surface_m2.,2827,2827,complete,Local Immo stats report 2827/2827 lots with code_postal.,2827,2827,incomplete,Local Immo stats report 2553/2827 lots with civic address.,2827,2553,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-constant,saint-constant,complete,Canonical local Immo perMuni stats row is present and reports 11622 served lots.,11622,complete,Local Immo stats report 11622/11622 lots with surface_m2.,11622,11622,complete,Local Immo stats report 11622/11622 lots with code_postal.,11622,11622,incomplete,Local Immo stats report 11468/11622 lots with civic address.,11622,11468,complete,The local coverage matrix declares TOD scope with status done.,complete,Local Immo stats report a TOD join for 11622/11622 lots (5141 lots are in TOD).,11622,11622,5141
saint-cuthbert,saint-cuthbert,complete,Canonical local Immo perMuni stats row is present and reports 1985 served lots.,1985,complete,Local Immo stats report 1985/1985 lots with surface_m2.,1985,1985,complete,Local Immo stats report 1985/1985 lots with code_postal.,1985,1985,incomplete,Local Immo stats report 1968/1985 lots with civic address.,1985,1968,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cyprien--les-etchemins,saint-cyprien--les-etchemins,complete,Canonical local Immo perMuni stats row is present and reports 758 served lots.,758,complete,Local Immo stats report 758/758 lots with surface_m2.,758,758,complete,Local Immo stats report 758/758 lots with code_postal.,758,758,incomplete,Local Immo stats report 655/758 lots with civic address.,758,655,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cyprien--riviere-du-loup,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cyprien-de-napierville,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cyrille-de-lessard,saint-cyrille-de-lessard,complete,Canonical local Immo perMuni stats row is present and reports 1246 served lots.,1246,complete,Local Immo stats report 1246/1246 lots with surface_m2.,1246,1246,complete,Local Immo stats report 1246/1246 lots with code_postal.,1246,1246,incomplete,Local Immo stats report 1161/1246 lots with civic address.,1246,1161,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-cyrille-de-wendover,saint-cyrille-de-wendover,complete,Canonical local Immo perMuni stats row is present and reports 2842 served lots.,2842,complete,Local Immo stats report 2842/2842 lots with surface_m2.,2842,2842,complete,Local Immo stats report 2842/2842 lots with code_postal.,2842,2842,incomplete,Local Immo stats report 2562/2842 lots with civic address.,2842,2562,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-damase--la-matapedia,saint-damase--la-matapedia,complete,Canonical local Immo perMuni stats row is present and reports 925 served lots.,925,complete,Local Immo stats report 925/925 lots with surface_m2.,925,925,complete,Local Immo stats report 925/925 lots with code_postal.,925,925,incomplete,Local Immo stats report 819/925 lots with civic address.,925,819,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-damase--les-maskoutains,saint-damase--les-maskoutains,complete,Canonical local Immo perMuni stats row is present and reports 1708 served lots.,1708,complete,Local Immo stats report 1708/1708 lots with surface_m2.,1708,1708,complete,Local Immo stats report 1708/1708 lots with code_postal.,1708,1708,incomplete,Local Immo stats report 1576/1708 lots with civic address.,1708,1576,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
saint-damase-de-lislet,,incomplete,No canonical local Immo perMuni stats row is present in the served-lots snapshot.,,unknown,No canonical local Immo perMuni stats row exists; surface_m2 cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; code_postal cannot be measured.,,,unknown,No canonical local Immo perMuni stats row exists; civic address cannot be measured.,,,N/A,The local coverage matrix has no TOD scope entry for this city.,N/A,TOD is not applicable according to the local coverage matrix.,,,
